"Inizio dei report","Fine dei report","Nome dell'inserzione","Pubblicazione dell'inserzione","Impostazione di attribuzione",Risultati,"Indicatore di risultato",Copertura,Frequenza,"Costo per risultati","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Fine,"Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",Impression,"CPM (costo per 1000 impression) (EUR)","Clic sul link",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Follower di Instagram","Interazione con la Pagina","Acquisto BEAM","Costo per tipo di azione Acquisto BEAM","Inizio acquisto BEAM","Costo per tipo di azione Inizio acquisto BEAM","Lead Report BEAM","Costo per tipo di azione Lead Report BEAM","Nome della campagna","Nome del gruppo di inserzioni"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",184,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",45359,2.262263,3.80815217,30,Giornaliero,700.7,"In corso","Nella media",-,-,102614,6.828503,962,,0.728378,0.937494,1306,1.272731,0.536524,847,0.827273,232,33,2632,3,233.566667,1,700.7,184,3.808152,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI IT - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1341,1.248322,,45,Giornaliero,11.92,"In corso",-,-,-,1674,7.120669,20,,0.596,1.194743,28,1.67264,0.425714,13,0.916923,1,0,36,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY IT - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,152,1.131579,,30,Giornaliero,1.41,"In corso",-,-,-,172,8.197674,3,,0.47,1.744186,5,2.906977,0.282,1,1.41,0,0,3,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD IT - creative"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY EN - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative"
2025-11-01,2026-05-31,"Post ig - Copia",not_delivering,"1 giorno dal clic",,,16,1,,10,Giornaliero,0.02,"In corso",-,-,-,16,1.25,,,,,0,0,0,,,0,0,3,,,,,,,"[MACC] BEAM | Boost Post | Traffico","CALDI - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 2",not_delivering,"1 giorno dal clic",434,total_profile_visits,9603,1.979381,0.24076037,10,Giornaliero,104.49,"In corso",-,-,-,19008,5.497159,380,,0.274974,1.999158,429,2.256944,0.243566,20,5.2245,380,113,4693,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig",not_delivering,"1 giorno dal clic",1227,total_profile_visits,16335,2.611754,0.14796251,10,Giornaliero,181.55,"In corso",-,-,-,42663,4.255444,1081,,0.167946,2.533812,1220,2.859621,0.148811,6,30.258333,173,21,1262,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 3",inactive,"1 giorno dal clic",1945,total_profile_visits,23997,2.173522,0.05415424,10,Giornaliero,105.33,"In corso",-,-,-,52158,2.019441,1889,,0.05576,3.621688,1915,3.671536,0.055003,3,35.11,1838,3,4458,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia",inactive,"1 giorno dal clic",2,total_profile_visits,174,1.235632,0.515,10,Giornaliero,1.03,"In corso",-,-,-,215,4.790698,,,,,0,0,0,,,0,0,37,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 4",inactive,"1 giorno dal clic",14,total_profile_visits,262,1.148855,0.15142857,10,Giornaliero,2.12,"In corso",-,-,-,301,7.043189,1,,2.12,0.332226,14,4.651163,0.151429,,,1,0,69,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 5",inactive,"1 giorno dal clic",,,7,1.142857,,10,Giornaliero,0,"In corso",-,-,-,8,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 6",inactive,"1 giorno dal clic",,,8,1,,10,Giornaliero,0.02,"In corso",-,-,-,8,2.5,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 7",inactive,"1 giorno dal clic",1,total_profile_visits,27,1.111111,0.03,10,Giornaliero,0.03,"In corso",-,-,-,30,1,1,,0.03,3.333333,1,3.333333,0.03,,,1,0,4,,,,,,,"[MACC] BEAM | Boost Post | Traffico","INT - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 4",inactive,"1 giorno dal clic",,,50,1.1,,10,Giornaliero,0.16,"In corso",-,-,-,55,2.909091,,,,,2,3.636364,0.08,,,0,0,7,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 5",inactive,"1 giorno dal clic",,,48,1.041667,,10,Giornaliero,0.02,"In corso",-,-,-,50,0.4,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 6",inactive,"1 giorno dal clic",,,3,1,,10,Giornaliero,0,"In corso",-,-,-,3,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 7",inactive,"1 giorno dal clic",,,15,1,,10,Giornaliero,0,"In corso",-,-,-,15,0,,,,,0,0,0,,,0,0,2,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"creative corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",1,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",896,1.363839,14.93,13,Giornaliero,14.93,"In corso",-,-,-,1222,12.217676,12,,1.244167,0.981997,18,1.472995,0.829444,5,2.986,0,0,18,,,,,1,14.93,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",158,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",29828,2.330093,3.58898734,30,Giornaliero,567.06,"In corso","Nella media",-,-,69502,8.158902,887,,0.639301,1.276222,1601,2.303531,0.354191,750,0.75608,86,15,1642,,,,,158,3.588987,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI IT - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI EN - creative"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,101,1.09901,,45,Giornaliero,0.98,"In corso",-,-,-,111,8.828829,,,,,0,0,0,,,1,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY IT - creative"
2025-11-01,2026-05-31,"creative corretta - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",1,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",3103,1.833387,54.81,13,Giornaliero,54.81,"In corso",-,-,-,5689,9.634382,48,,1.141875,0.843734,68,1.195289,0.806029,40,1.37025,5,1,80,,,,,1,54.81,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",103,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",31068,1.731492,3.71,45,Giornaliero,382.13,"In corso",-,-,-,53794,7.10358,543,,0.703738,1.009406,1468,2.728929,0.260307,392,0.974821,11,4,797,,,,,103,3.71,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY IT - creative"
2025-11-01,2026-05-31,"creative corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",1,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",3092,1.550453,85.81,13,Giornaliero,85.81,"In corso",-,-,-,4794,17.899458,57,,1.505439,1.188986,81,1.689612,1.059383,44,1.950227,8,1,110,,,,,1,85.81,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD EN - creative"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD EN - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD EN - creative"
2025-11-01,2026-05-31,"Post ig",not_delivering,"1 giorno dal clic",1107,total_profile_visits,27938,1.73792,0.1365673,10,Giornaliero,151.18,"In corso",-,-,-,48554,3.113647,1012,,0.149387,2.084277,1176,2.422046,0.128554,,,152,13,1224,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia",not_delivering,"1 giorno dal clic",3,total_profile_visits,140,1.071429,0.4,10,Giornaliero,1.2,"In corso",-,-,-,150,8,1,,1.2,0.666667,3,2,0.4,,,1,1,20,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 2",not_delivering,"1 giorno dal clic",167,total_profile_visits,4293,1.450967,0.17610778,10,Giornaliero,29.41,"In corso",-,-,-,6229,4.721464,116,,0.253534,1.862257,150,2.408091,0.196067,10,2.941,115,41,1346,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 3",inactive,"1 giorno dal clic",1012,total_profile_visits,15550,1.71672,0.0691996,10,Giornaliero,70.03,"In corso",-,-,-,26695,2.623338,973,,0.071973,3.644877,990,3.70856,0.070737,4,17.5075,908,0,2347,,,,,,,"[MACC] BEAM | Boost Post | Traffico","BROAD - post ig"
2025-11-01,2026-05-31,"Post ig",not_delivering,"1 giorno dal clic",106,total_profile_visits,1999,1.632316,0.12688679,10,Giornaliero,13.45,"In corso",-,-,-,3263,4.121974,98,,0.137245,3.003371,107,3.279191,0.125701,,,3,2,99,,,,,,,"[MACC] BEAM | Boost Post | Traffico","CALDI - post ig"
2025-11-01,2026-05-31,"Post ig - Copia 2",not_delivering,"1 giorno dal clic",13,total_profile_visits,450,1.18,0.19153846,10,Giornaliero,2.49,"In corso",-,-,-,531,4.689266,11,,0.226364,2.071563,11,2.071563,0.226364,,,13,2,111,,,,,,,"[MACC] BEAM | Boost Post | Traffico","CALDI - post ig"
